구분,회사명,특약명,가입조건,판매채널,적용담보,할인율(%)
자녀할인,DB손해보험,Baby In Car(만11세 이하 자녀할인) 특별약관,"▶ ① 자녀 연령 : 피보험자에게 만6세 자녀가 있는 경우② 운전자범위 : 부부/기명1인 한정운전 외 운전자한정 특별약관에 가입한 경우 (※ 단, 지정1인 제외)③ 피보험자 연령 : 만40세 이상",대면/TM/CM/플랫폼,"대인1/대인2/대물/
자손/무보험/자차",0.9
자녀할인,DB손해보험,Baby In Car(만11세 이하 자녀할인) 특별약관,"▶ ① 자녀(태아) 연령 : 피보험자에게 만7-11세 자녀가 있는 경우② 운전자범위 : 부부/기명1인 한정운전 외 운전자한정 특별약관에 가입한 경우 (※ 단, 지정1인 제외)③ 피보험자 연령 : 만40세 이상",대면/TM/CM/플랫폼,"대인1/대인2/대물/
자손/무보험/자차",0.9
자녀할인,AXA손해보험,자녀 할인 특별약관,▶ ① 기명피보험자의 최연령 자녀가 만 13세 이상 만15세 이하인 경우② 부부 또는 기명1인 한정운전 특약에 가입한 경우,"TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",0.6
자녀할인,AXA손해보험,자녀 할인 특별약관,▶ ① 기명피보험자의 최연령 자녀가 만 8세 이상 만12세 이하인 경우② 부부 또는 기명1인 한정운전 특약에 가입한 경우,"TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",0.9
자녀할인,AXA손해보험,자녀 할인 특별약관,▶ ① 기명피보험자의 최연령 자녀가 만 7세 이하인 경우② 부부 또는 기명1인 한정운전 특약에 가입한 경우,"TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",2.4
자녀할인,하나손해보험,자녀할인 특별약관,▶ ① 자녀연령 : 기명피보험자가 출산예정인 자녀가 있는 경우② 운전가능범위 : 부부한정 또는 1인한정 특별약관 가입,대면/TM/CM/PM,"대인1, 대인2, 대물, 자손, 무보험차상해, 자차",15.0
자녀할인,하나손해보험,자녀할인 특별약관,▶ ① 자녀연령 : 기명피보험자가 만13세이하 자녀가 있는 경우② 운전가능범위 : 부부한정 또는 1인한정 특별약관 가입,대면/TM/CM/PM,"대인1, 대인2, 대물, 자손, 무보험차상해, 자차",3.0
자녀할인,캐롯손해보험,자녀할인 특별약관,▶ ① 기명피보험자의 자녀(태아)연령조건 : 태아② 운전가능범위: 부부/기명1인 한정운전 특별약관에 가입한 경우,CM/PM,대인1/대인2/대물/자손/무보험/자차,19.0
자녀할인,캐롯손해보험,자녀할인 특별약관,▶ ① 기명피보험자의 자녀(태아)연령조건 : 만0세 - 만10세② 운전가능범위: 부부/기명1인 한정운전 특별약관에 가입한 경우,CM/PM,대인1/대인2/대물/자손/무보험/자차,6.0
블랙박스장착할인,메리츠화재보험,블랙박스 장치 할인 특별약관,▶ ① 차량용 영상기록장치(블랙박스 장치) 장착② 차령 조건 : 신차③ 차종 조건 : 전 차종,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,8.0
블랙박스장착할인,메리츠화재보험,블랙박스 장치 할인 특별약관,▶ ① 차량용 영상기록장치(블랙박스 장치) 장착② 차령 조건 : 1년 이상③ 차종 조건 : 전 차종,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,5.0
블랙박스장착할인,한화손해보험,차량용 영상기록장치(블랙박스) 특별약관,▶ ① 차량용 영상기록장치(블랙박스)를 장착한 차량② 차령 조건 : 신차③ 차종 조건 : 전 차종,"대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",6.0
블랙박스장착할인,한화손해보험,차량용 영상기록장치(블랙박스) 특별약관,▶ ① 차량용 영상기록장치(블랙박스)를 장착한 차량② 차령 조건 : 1년-8년③ 차종 조건 : 전 차종,"대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",5.0
블랙박스장착할인,한화손해보험,차량용 영상기록장치(블랙박스) 특별약관,▶ ① 차량용 영상기록장치(블랙박스)를 장착한 차량② 차령 조건 : 9년이상③ 차종 조건 : 전 차종,"대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",4.0
블랙박스장착할인,롯데손해보험,차량용 블랙박스 특별약관,▶ ① 차량용 블랙박스를 장착한 차량② 차령 조건 : 전 차령③ 차종 조건 : 승용자동차,대면/TM/CM/PM,자차,3.0
블랙박스장착할인,롯데손해보험,차량용 블랙박스 특별약관,▶ ① 차량용 블랙박스를 장착한 차량② 차령 조건 : 전 차령③ 차종 조건 : 승용자동차,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험,2.0
블랙박스장착할인,MG손해보험,차량용 영상기록장치(블랙박스) 장착에 관한 특별약관,▶ ① 장치 : 차량용 영상기록장치(블랙박스)를 장착한 차량② 차령 : 전 차령③ 차종 : 전 차종④ 고지방식 : 차량번호판 사진 및 블랙박스 사진 전송,대면/TM/CM,대인1/대인2/대물/자손/무보험/자차,3.0
블랙박스장착할인,흥국화재해상보험,차량용 영상기록장치(블랙박스)장착에 관한 특별약관,▶ ① 장치 : 차량용 영상기록장치(블랙박스)를 장착한 차량② 차령 : 신차③ 차종 : 전 차종,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,6.0
블랙박스장착할인,흥국화재해상보험,차량용 영상기록장치(블랙박스)장착에 관한 특별약관,▶ ① 장치 : 차량용 영상기록장치(블랙박스)를 장착한 차량② 차령 : 1년식-5년식③ 차종 : 전 차종,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,2.0
블랙박스장착할인,삼성화재해상보험,차량용영상기록장치장착에 관한 특별약관,▶ ① 차량용 영상기록장치(최초 출고시 차량에 내장되어 있는 내장형 블랙박스) 장착② 차령 조건 : 5년 미만③ 차종 조건 : 전 차종,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",6.9
블랙박스장착할인,삼성화재해상보험,차량용영상기록장치장착에 관한 특별약관,▶ ① 차량용 영상기록장치(최초 출고시 차량에 내장되어 있는 내장형 블랙박스) 장착② 차령 조건 : 5년 이상 - 12년 미만③ 차종 조건 : 전 차종,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",5.0
블랙박스장착할인,삼성화재해상보험,차량용영상기록장치장착에 관한 특별약관,▶ ① 차량용 영상기록장치(내장형 제외) 장착② 차령 조건 : 12년 미만③ 차종 조건 : 전 차종,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",4.0
블랙박스장착할인,삼성화재해상보험,차량용영상기록장치장착에 관한 특별약관,▶ ① 차량용 영상기록장치 장착② 차령 조건 : 12년 이상③ 차종 조건 : 전 차종,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",3.0
블랙박스장착할인,삼성화재해상보험,커넥티드 블랙박스 장착에 관한 특별약관,▶ ① 주행정보(GPS) 수집이 가능한 무선통신형 차량용 영상기록장치 장착② 차령 조건 : 12년 미만③ 차종 조건 : 전 차종,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",4.0
블랙박스장착할인,삼성화재해상보험,커넥티드 블랙박스 장착에 관한 특별약관,▶ ① 주행정보(GPS) 수집이 가능한 무선통신형 차량용 영상기록장치 장착② 차령 조건 : 12년 이상③ 차종 조건 : 전 차종,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",3.0
블랙박스장착할인,현대해상화재보험,차량용 영상기록장치(블랙박스) 할인 특별약관,▶ ① 장치 : 차량용 영상기록장치(일반용 블랙박스)를 장착한 차량② 차령 : 신차-12년전 이하③ 차종 : 전 차종,대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,2.2
블랙박스장착할인,현대해상화재보험,차량용 영상기록장치(블랙박스) 할인 특별약관,▶ ① 장치 : 차량용 영상기록장치(커넥티드 블랙박스)를 장착한 차량② 차령 : 신차-12년전 이하③ 차종 : 전 차종,대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,5.9
블랙박스장착할인,현대해상화재보험,차량용 영상기록장치(블랙박스) 할인 특별약관,▶ ① 장치 : 차량용 영상기록장치(커넥티드 블랙박스)를 장착한 차량② 차령 : 13년전 이상③ 차종 : 전 차종,대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,3.8
블랙박스장착할인,현대해상화재보험,차량용 영상기록장치(블랙박스) 할인 특별약관,▶ ① 장치 : 차량용 영상기록장치(빌트인캠)를 장착한 차량② 차령 : 신차-12년전 이하③ 차종 : 전 차종,대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,6.7
블랙박스장착할인,현대해상화재보험,차량용 영상기록장치(블랙박스) 할인 특별약관,▶ ① 장치 : 차량용 영상기록장치(빌트인캠)를 장착한 차량② 차령 : 13년전 이상③ 차종 : 전 차종,대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,4.6
블랙박스장착할인,KB손해보험,블랙박스 장착 할인 특별약관,▶ ① 피보험자동차에 내장형 블랙박스가 장착되어있는 경우③ 전 차종,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,7.0
블랙박스장착할인,KB손해보험,블랙박스 장착 할인 특별약관,▶ ① 피보험자동차에 블랙박스를 장착한 경우② 차령조건: 신차-2년식③ 전 차종,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,4.7
블랙박스장착할인,KB손해보험,블랙박스 장착 할인 특별약관,▶ ① 피보험자동차에 블랙박스를 장착한 경우② 차령조건: 3-11년식③ 전 차종,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,2.9
블랙박스장착할인,DB손해보험,차량용 블랙박스에 관한 특별약관,▶ ① 피보험자동차에 블랙박스를 장착한 경우② 차령 : 0-2년식③ 차종 : 전 차종,대면/TM/CM/플랫폼,"대인1/대인2/대물/
자손/무보험/자차",2.5
블랙박스장착할인,DB손해보험,차량용 블랙박스에 관한 특별약관,▶ ① 피보험자동차에 블랙박스를 장착한 경우② 차령 : 3- 9년식③ 차종 : 전 차종,대면/TM/CM/플랫폼,"대인1/대인2/대물/
자손/무보험/자차",1.4
블랙박스장착할인,AXA손해보험,차량용 영상기록장치(블랙박스) 특별약관,▶ ① 피보험자동차에 블랙박스를 장착한 경우② 차령 조건 : 3년 이내③ 차종 조건 : 전 차종,"TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",5.9
블랙박스장착할인,AXA손해보험,차량용 영상기록장치(블랙박스) 특별약관,▶ ① 피보험자동차에 블랙박스를 장착한 경우② 차령 조건 : 3년 초과③ 차종 조건 : 전 차종,"TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",1.4
블랙박스장착할인,하나손해보험,블랙박스 특별약관,▶ ① 장치 : 차량용 블랙박스를 장착② 차령 : 신차-9년③ 차종 : 승용자동차,대면/TM/CM/PM,"대인1, 대인2, 대물, 자손, 무보험차상해, 자차",5.0
블랙박스장착할인,하나손해보험,블랙박스 특별약관,▶ ① 장치 : 차량용 블랙박스를 장착② 차령 : 10년 이상③ 차종 : 승용자동차,대면/TM/CM/PM,"대인1, 대인2, 대물, 자손, 무보험차상해, 자차",1.0
마일리지(후정산형)할인,메리츠화재보험,주행거리 연동 할인 특별약관,▶ ① 주행거리 조건 : 연간 주행거리 3천km 이하② 고지방식 조건 : 계기판 사진 전송③ 차종 조건 : 전 차종④ 보험기간 조건 : 보험기간이 3개월 이상,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,46.0
마일리지(후정산형)할인,메리츠화재보험,주행거리 연동 할인 특별약관,▶ ① 주행거리 조건 : 연간 주행거리 3천km 초과 - 5천km 이하② 고지방식 조건 : 계기판 사진 전송③ 차종 조건 : 전 차종④ 보험기간 조건 : 보험기간이 3개월 이상,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,37.0
마일리지(후정산형)할인,메리츠화재보험,주행거리 연동 할인 특별약관,▶ ① 주행거리 조건 : 연간 주행거리 5천km 초과 - 8천km 이하② 고지방식 조건 : 계기판 사진 전송③ 차종 조건 : 전 차종④ 보험기간 조건 : 보험기간이 3개월 이상,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,28.0
마일리지(후정산형)할인,메리츠화재보험,주행거리 연동 할인 특별약관,▶ ① 주행거리 조건 : 연간 주행거리 8천km 초과 - 1만km 이하② 고지방식 조건 : 계기판 사진 전송③ 차종 조건 : 전 차종④ 보험기간 조건 : 보험기간이 3개월 이상,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,17.0
마일리지(후정산형)할인,메리츠화재보험,주행거리 연동 할인 특별약관,▶ ① 주행거리 조건 : 연간 주행거리 1만km 초과 - 1만2천km 이하② 고지방식 조건 : 계기판 사진 전송③ 차종 조건 : 전 차종④ 보험기간 조건 : 보험기간이 3개월 이상,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,10.0
마일리지(후정산형)할인,메리츠화재보험,주행거리 연동 할인 특별약관,▶ ① 주행거리 조건 : 연간 주행거리 1만2천km 초과 - 1만5천km 이하② 고지방식 조건 : 계기판 사진 전송③ 차종 조건 : 전 차종④ 보험기간 조건 : 보험기간이 3개월 이상,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,2.0
마일리지(후정산형)할인,메리츠화재보험,주행거리 연동 할인 특별약관,▶ ① 주행거리 조건 : 연간 주행거리 1만5천km 초과 -  1만7천km 이하② 고지방식 조건 : 계기판 사진 전송③ 차종 조건 : 전 차종④ 보험기간 조건 : 보험기간이 3개월 이상,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,2.0
마일리지(후정산형)할인,한화손해보험,ECO 마일리지 특별약관 (후정산),"▶ ① 주행거리 조건 : 2,000km 이하② 고지방식 조건 : 계기판？사진？전송③ 차종 조건 : 초소형/소형A,B④ 보험기간 조건 : 1년(추가가입의 경우 잔여기간 3개월이상)","대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",38.0
마일리지(후정산형)할인,한화손해보험,ECO 마일리지 특별약관 (후정산),"▶ ① 주행거리 조건 : 2,000km 초과 3,000km 이하② 고지방식 조건 : 계기판？사진？전송③ 차종 조건 : 초소형/소형A,B④ 보험기간 조건 : 1년(추가가입의 경우 잔여기간 3개월이상)","대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",33.0
